"","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","Latitude","Longitude","Location"
"167","IL BUCO CORP","IL BUCO","47 BOND ST","","NEW YORK","NY",10012,40.72618548,-73.99336065,"(40.72618548, -73.99336065)"
"168","J F JONES INC","GREAT JONES CAFE","54 GREAT JONES STREET","","NEW YORK","NY",10012,40.72685976,-73.99266205,"(40.72685976, -73.99266205)"
"169","JAPOND RESTAURANT LLC","","6 BOND STREET","","NEW YORK","NY",10012,40.72689701,-73.99451995,"(40.72689701, -73.99451995)"
"170","KYOTO OMEN U S A INC","OMEN RESTAURANT","113 THOMPSON STREET","","NEW YORK","NY",10012,40.72589405,-74.00184456,"(40.72589405, -74.00184456)"
"171","TEMPLE BAR INC","TEMPLE BAR","332 LAFAYETTE STREET","","NEW YORK","NY",10012,40.72595548,-73.99469302,"(40.72595548, -73.99469302)"
"172","MACDOUGAL REST INC","OFF THE WAGON","109 MACDOUGAL ST","","NEW YORK","NY",10012,40.72987591,-74.00066475,"(40.72987591, -74.00066475)"
"173","MERCER KITCHEN LLC","","147 MERCER ST","AKA 99 PRINCE STREET","NEW YORK","NY",10012,40.72479934,-73.99853309,"(40.72479934, -73.99853309)"
"174","MICHAEL G FANELLI INC","FANELLIS","94 PRINCE STREET","","NEW YORK","NY",10012,40.72459381,-73.99865362,"(40.72459381, -73.99865362)"
"175","MONTES TRATTORIA LTD","","97 MACDOUGAL STREET","","NEW YORK","NY",10012,40.72943906,-74.00104054,"(40.72943906, -74.00104054)"
"176","142 MERCER STREET LLC","LURE FISHBAR","142 MERCER ST","","NEW YORK","NY",10012,40.72456298,-73.99856153,"(40.72456298, -73.99856153)"
"177","NOHO STAR INC","NOHO STAR","54 BLEECKER STREET","","NEW YORK","NY",10012,40.72597627,-73.99489191,"(40.72597627, -73.99489191)"
"178","RDK RESTAURANT CORP","BISTRO LES AMIS","180 SPRING STREET","","NEW YORK","NY",10012,40.72480952,-74.0026273,"(40.72480952, -74.0026273)"
"179","RED CLAM LLC","LUPA","170 THOMPSON STREET","","NEW YORK","NY",10012,40.72751558,-74.00034182,"(40.72751558, -74.00034182)"
"180","RESTAURANT VENTURES OF N Y INC","ALTESI DOWNTOWN","200 SPRING STREET","","NEW YORK","NY",10012,40.72517569,-74.00338314,"(40.72517569, -74.00338314)"
"181","SPRING LOUNGE LLC","","209 MULBERRY ST","AKA 48 SPRING ST","NEW YORK","NY",10012,40.72185395,-73.99637028,"(40.72185395, -73.99637028)"
"182","CRYSTAL ROOM L P, THE","BLUE RIBBON","97 SULLIVAN STREET","","NEW YORK","NY",10012,0,0,"(0.0, 0.0)"
"183","SILKEN THOMAS REST INC,THE","SWIFT","34 EAST 4TH STREET","","NEW YORK","NY",10012,40.72912183,-73.99581515,"(40.72912183, -73.99581515)"
"184","TOM & JERRYS BAR REST INC","","288 ELIZABETH STREET","","NEW YORK","NY",10012,40.7245617,-73.99330703,"(40.7245617, -73.99330703)"
"185","WINDY GATES SOHO INC","BALTHAZAR","80 82 SPRING STREET","","NEW YORK","NY",10012,40.72270654,-73.99826073,"(40.72270654, -73.99826073)"
"186","130 WEST 3RD CAFE INC","","130 W 3RD STREET","","NEW YORK","NY",10012,40.73052936,-74.00046356,"(40.73052936, -74.00046356)"
"187","15 ACRES INC","KETTLE OF FISH","57 59 CHRISTOPHER ST","","NEW YORK","NY",10014,0,0,"(0.0, 0.0)"
"188","31 GREAT JONES RESTAURANT CORP","VIC'S","31 GREAT JONES STREET","","NEW YORK","NY",10012,40.72711811,-73.9934461,"(40.72711811, -73.9934461)"
"189","5 SPRING STREET CORP","SWEET & VICIOUS BAR","5 SPRING STREET GROUND FL","","NEW YORK","NY",10012,40.7210726,-73.99400838,"(40.7210726, -73.99400838)"
"190","9 G J BAR & RESTAURANT INC","ACME BAR & GRILL","9 GREAT JONES STREET","","NEW YORK","NY",10012,40.72740861,-73.9940071,"(40.72740861, -73.9940071)"
"191","B & D AGAIN LLC","DISTILLED NY","211 W BROADWAY","","NEW YORK","NY",10013,40.71893459,-74.00641743,"(40.71893459, -74.00641743)"
"192","BUBBYS PIE CO INC","","120 HUDSON STREET","","NEW YORK","NY",10013,40.71991034,-74.00849938,"(40.71991034, -74.00849938)"
"193","BUONA NOTTE INCORPORATED","BUONA NOTTE RESTAURANT","120 MULBERRY STREET","","NEW YORK","NY",10013,40.71780529,-73.99804221,"(40.71780529, -73.99804221)"
"194","CAFFE SILVESTRI INC","CAFFE NAPOLI","130 MULBERRY STREET","AKA 191 HESTER STREET","NEW YORK","NY",10013,NA,NA,""
"195","OLGA STREET LTD","LUCKY STRIKE","59 GRAND ST","","NEW YORK","NY",10013,40.72221525,-74.00345035,"(40.72221525, -74.00345035)"
"196","DL RESTAURANT DEVELOPMENT LLC","SCALINI FEDELI RISTORANTE","165 DUANE ST","","NEW YORK","NY",10013,40.71726607,-74.00907708,"(40.71726607, -74.00907708)"
"197","FERRARA FOODS & CONFECTION INC","FERRARA FOODS & CONFECTION","195 GRAND STREET","","NEW YORK","NY",10013,40.71916304,-73.99704147,"(40.71916304, -73.99704147)"
"198","FUMEE INC","SOHO CIGAR BAR","32 WATTS ST","","NEW YORK","NY",10013,40.72356078,-74.00448324,"(40.72356078, -74.00448324)"
"199","GIGINO INC","GIGINO","323 GREENWICH STREET","","NEW YORK","NY",10013,40.71742424,-74.01054886,"(40.71742424, -74.01054886)"
"200","HOME BOY RESTAURANT INC","TRIBECA GRILL","375 GREENWICH STREET","","NEW YORK","NY",10013,40.71943601,-74.01016267,"(40.71943601, -74.01016267)"
"201","IL COMMENDATORE RESTAURANT INC","CASA BELLA RISTORANTE","127A MULBERRY STREET","","NEW YORK","NY",10013,42.89687502,-78.86201848,"(42.89687502, -78.86201848)"
"202","IN BOCCA AL LUPO LTD","","113 MULBERRY STREET","","NEW YORK","NY",10013,40.71760785,-73.99832495,"(40.71760785, -73.99832495)"
"203","JING FONG RESTAURANT INC","JING FONG","14 20 ELIZABETH STREET","","NEW YORK","NY",10013,40.71579219,-73.9973464,"(40.71579219, -73.9973464)"
"204","JO RACH INC","THE CAFE PALERMO","148 MULBERRY STREET","","NEW YORK","NY",10013,40.71904997,-73.99733754,"(40.71904997, -73.99733754)"
"205","MOUQUINHO ENTERPRISES INC","","549 GREENWICH STREET","","NEW YORK","NY",10013,40.72743091,-74.00876518,"(40.72743091, -74.00876518)"
"206","NFKA CORP","ACAPELLA","1 HUDSON STREET","","NEW YORK","NY",10013,40.71551003,-74.00929861,"(40.71551003, -74.00929861)"
"207","ORIGINAL VINCENTS EST 1904 INC","VINCENTS","119 MOTT STREET","","NEW YORK","NY",10013,40.71785315,-73.99718981,"(40.71785315, -73.99718981)"
"208","P E C GROUP LTD","PEPOLINO","281 W BROADWAY","","NEW YORK","NY",10013,40.72063981,-74.00505268,"(40.72063981, -74.00505268)"
"209","P J'S OF LITTLE ITALY INC","PELLEGRINOS","138 MULBERRY STREET","","NEW YORK","NY",10013,40.71853774,-73.99758622,"(40.71853774, -73.99758622)"
"210","READE STREET PUB NYC INC","READE STREET PUB","135 READE STREET","","NEW YORK","NY",10013,40.7162154,-74.00940113,"(40.7162154, -74.00940113)"
"211","REBA REALTY CORP","WALKER'S","16 N MOORE ST","","NEW YORK","NY",10013,40.71976435,-74.00684828,"(40.71976435, -74.00684828)"
"212","RIOMAR CORP","KANA","324 SPRING STREET","","NEW YORK","NY",10013,40.72592771,-74.00917469,"(40.72592771, -74.00917469)"
"213","SALAAM BOMBAY RESTAURANT INC","","319 GREENWICH STREET","","NEW YORK","NY",10013,40.71716244,-74.01061984,"(40.71716244, -74.01061984)"
"214","CUPPING ROOM CAFE INC,THE","CUPPING ROOM CAFE","359 W BROADWAY","","NEW YORK","NY",10013,40.72290166,-74.00320404,"(40.72290166, -74.00320404)"
"215","ODEON INC, THE","","145 W BROADWAY","","NEW YORK","NY",10013,40.71698022,-74.00797282,"(40.71698022, -74.00797282)"
"216","164 MULBERRY STREET CORP","DA NICO","164 MULBERRY STREET","","NEW YORK","NY",10013,40.71978959,-73.99702712,"(40.71978959, -73.99702712)"
"217","2B RESTAURANT CORP","PEASANT","194 ELIZABETH STREET","","NEW YORK","NY",10013,40.72169174,-73.99446233,"(40.72169174, -73.99446233)"
"218","273 CHURCH WALKER INC","","273 CHURCH ST","","NEW YORK","NY",10013,40.71834284,-74.00513713,"(40.71834284, -74.00513713)"
"219","57 GRAND STREET CAFE CORP","TOAD HALL","57 GRAND STREET","","NEW YORK","NY",10013,40.72221457,-74.0035838,"(40.72221457, -74.0035838)"
"220","HOME RESTAURANT  LLC","HOME RESTAURANT","20 CORNELIA STREET","","NEW YORK","NY",10014,40.73158663,-74.00145,"(40.73158663, -74.00145)"
"221","AUTOMATIC SLIMS INC","AUTOMATIC SLIMS","131 BANK STREET","AKA 733 WASHINGTON STREET","NEW YORK","NY",10014,40.73630249,-74.0079346,"(40.73630249, -74.0079346)"
"222","BENNYS BURRITOS INC","BENNYS BURRITOS","111 113 GREENWICH AVENUE","","NEW YORK","NY",10014,40.73802704,-74.00204497,"(40.73802704, -74.00204497)"
"223","BUFFINTON LTD","","32 JONES STREET","(STORES #2,3,4)","NEW YORK","NY",10014,40.73207768,-74.00215475,"(40.73207768, -74.00215475)"
"224","CALIENTE CAB REST CO INC","CALIENTE CAB CO","61 7TH AVENUE SOUTH","","NEW YORK","NY",10014,40.73163207,-74.00385405,"(40.73163207, -74.00385405)"
"225","CHRIS ESTEY FOOD INC","PIECES","8 CHRISTOPHER ST","","NEW YORK","NY",10014,40.73400324,-73.99966672,"(40.73400324, -73.99966672)"
"226","CORNELIA STREET CAFE INC","","29 CORNELIA STREET","","NEW YORK","NY",10014,40.73162637,-74.00167987,"(40.73162637, -74.00167987)"
"227","COWGIRL INC","COWGIRL & BAR K","519 521 HUDSON STREET","","NEW YORK","NY",10014,40.73385851,-74.00634039,"(40.73385851, -74.00634039)"
"228","HENSAM ENTERPRISES INC","S.O.B.'S","204 VARICK STREET","","NEW YORK","NY",10014,40.72856258,-74.0052249,"(40.72856258, -74.0052249)"
"229","J P G LLC","PHILIP MARIE","569 HUDSON ST","","NEW YORK","NY",10014,40.73586199,-74.00602852,"(40.73586199, -74.00602852)"
"230","J S T RESTAURANT CORP","TAVERN ON JANE","31 8TH AVENUE","","NEW YORK","NY",10014,40.73817043,-74.00420191,"(40.73817043, -74.00420191)"
"231","LA RIPAILLE CORP","LA RIPAILLE","605 HUDSON ST","","NEW YORK","NY",10014,40.73731952,-74.00580951,"(40.73731952, -74.00580951)"
"232","LEWEK CORP","THE CUBBY HOLE","281 W 12TH STREET","","NEW YORK","NY",10014,40.73760088,-74.00380631,"(40.73760088, -74.00380631)"
"233","MANHATTAN MONSTER INC","","80 GROVE STREET","","NEW YORK","NY",10014,40.73332539,-74.00250231,"(40.73332539, -74.00250231)"
"234","MIRABI INC","DOWN THE HATCH","175 179 W 4TH STREET","","NEW YORK","NY",10014,40.73243487,-74.00167856,"(40.73243487, -74.00167856)"
"235","NATALEX REST INC","BURRITO LOCO","166 W 4TH STREET","","NEW YORK","NY",10014,40.73191116,-74.00137861,"(40.73191116, -74.00137861)"
"236","RAJMAR HOLDINGS INC","HUDSON BAR & BOOKS","636 HUDSON STREET","","NEW YORK","NY",10014,40.73872534,-74.00541916,"(40.73872534, -74.00541916)"
"237","S L P MANAGEMENT INC","THE SLAUGHTERED LAMB","182 W 4TH STREET","","NEW YORK","NY",10014,40.73238506,-74.00180848,"(40.73238506, -74.00180848)"
"238","VILLAGE ACADEMY BAR INC,THE","THE HANGAR","115 CHRISTOPHER STREET","","NEW YORK","NY",10014,40.73329935,-74.00519158,"(40.73329935, -74.00519158)"
"239","TO HUA LTD","DO HWA RESTAURANT","53 55 CARMINE ST","","NEW YORK","NY",10014,40.72980744,-74.00407452,"(40.72980744, -74.00407452)"
"240","TORTILLA FLATS INC","TORTILLA FLATS","767 WASHINGTON STREET","","NEW YORK","NY",10014,40.73745056,-74.00812906,"(40.73745056, -74.00812906)"
"241","58 JAZZ INC","ARTHURS TAVERN","57 GROVE STREET","","NEW YORK","NY",10014,40.73309911,-74.00357689,"(40.73309911, -74.00357689)"
"242","ANAGAP RESTAURANT INC","IRISH WHISKEY BAR","531 2ND AVENUE","","NEW YORK","NY",10016,NA,NA,""
"243","BALBONA RESTAURANT CORP","SAMS PLACE","132 E 39TH STREET","","NEW YORK","NY",10016,40.74945691,-73.97739967,"(40.74945691, -73.97739967)"
"244","BOLU INC","TURKISH KITCHEN","386 3RD AVENUE","","NEW YORK","NY",10016,40.7417521,-73.98108245,"(40.7417521, -73.98108245)"
"245","BRASERO RESTAURANT INC","BABY BO'S CANTINA","627 2ND AVENUE","","NEW YORK","NY",10016,40.74496323,-73.97582285,"(40.74496323, -73.97582285)"
"246","C P N CORP","NOTARO RESTAURANT","635 2ND AVENUE","","NEW YORK","NY",10016,40.74524231,-73.97561938,"(40.74524231, -73.97561938)"
"247","CEAD SLAINTE INC","PADDY REILLYS","519 2ND AVENUE","","NEW YORK","NY",10016,40.7414961,-73.97834122,"(40.7414961, -73.97834122)"
"248","CELTIC TIGER INC","THE BLACK SHEEP","583 3RD AVENUE","","NEW YORK","NY",10016,40.7483488,-73.97610966,"(40.7483488, -73.97610966)"
"249","GEMINI DINER INC","GEMINI DINER","641 2ND AVENUE","","NEW YORK","NY",10016,40.74545163,-73.97546678,"(40.74545163, -73.97546678)"
"250","GROUBEN FOOD CORP","BUBO","515 3RD AVE","","NEW YORK","NY",10016,40.74602054,-73.97780729,"(40.74602054, -73.97780729)"
"251","HAKUBAI INC","","66 PARK AVENUE","17TH FLOOR","NEW YORK","NY",10016,40.74964683,-73.97967673,"(40.74964683, -73.97967673)"
"252","HAKUBAI INC","","42 E 38TH STREET","","NEW YORK","NY",10016,40.74991619,-73.98040676,"(40.74991619, -73.98040676)"
"253","JACKSON HOLE BURGER INC","JACKSON HOLE","521 3RD AVENUE","","NEW YORK","NY",10016,40.74625671,-73.97763634,"(40.74625671, -73.97763634)"
"254","HOUSE OF LASAGNA INC","","334 LEXINGTON AVENUE","","NEW YORK","NY",10016,40.74957018,-73.97746185,"(40.74957018, -73.97746185)"
"255","MDO DEVELOPMENT CORP","THE WATER CLUB","500 E 30TH ST","32ND STREET & EAST RIVER","NEW YORK","NY",10016,40.74074,-73.97431,"(40.74074, -73.97431)"
"256","MENDYS RESTAURANT INC","BEDFORD ON PARK","10 PARK AVENUE","","NEW YORK","NY",10016,40.74717131,-73.98147799,"(40.74717131, -73.98147799)"
"257","NEW YORK PUBS INC","THE GINGER MAN","11 EAST36 S 36TH STREET","","NEW YORK","NY",10016,40.74945482,-73.98284638,"(40.74945482, -73.98284638)"
"258","ORENSE INC","TOLEDO RESTAURANT","6 E 36TH STREET","","NEW YORK","NY",10016,40.74948785,-73.98321996,"(40.74948785, -73.98321996)"
"259","PGM NEW YORK INC","MADISON BISTRO","238 MADISON AVE","","NEW YORK","NY",10016,40.7499204,-73.98145695,"(40.7499204, -73.98145695)"
"260","RIO RESTAURANT ASSOCIATES LTD","EL RIO GRANDE","560 3RD AVE (AKA 160 E 38 ST)","","NEW YORK","NY",10016,40.74765454,-73.97678317,"(40.74765454, -73.97678317)"
"261","SALVATORE'S CORP","COPPOLA'S EAST","378 3RD AVENUE","","NEW YORK","NY",10016,40.74146114,-73.98129673,"(40.74146114, -73.98129673)"
"262","SAMS 2ND AVENUE ALE  HOUSE INC","WATERFRONT ALE HOUSE","540 2ND AVENUE","","NEW YORK","NY",10016,40.74222538,-73.97764771,"(40.74222538, -73.97764771)"
"263","T & T 130 PIZZA CORP","BELLA NAPOLI","130 MADISON AVENUE","","NEW YORK","NY",10016,NA,NA,""
"264","VALDOME INC","","122 E 27TH STREET","","NEW YORK","NY",10016,40.74218671,-73.98344664,"(40.74218671, -73.98344664)"
"265","VILLA BERULIA INC","VILLA BERULIA RESTAURANT","107 E 34TH STREET","","NEW YORK","NY",10016,40.74696114,-73.98089535,"(40.74696114, -73.98089535)"
"266","267 MADISON PUB INC","MULLIGANS","267 MADISON AVENUE","","NEW YORK","NY",10016,40.75110358,-73.98048924,"(40.75110358, -73.98048924)"
"267","449 RESTAURANT INC","MOONSTRUCK E RESTAURANT","449 3RD AVENUE","","NEW YORK","NY",10016,40.74376752,-73.97945643,"(40.74376752, -73.97945643)"
"268","513 THIRD RESTAURANT LTD","JOSHUA TREE","513 3RD AVENUE","","NEW YORK","NY",10016,40.74594181,-73.97786427,"(40.74594181, -73.97786427)"
"269","560 THIRD AVE GROCERY CORP","DUKES","560 566 THIRD AVE","","NEW YORK","NY",10016,40.74790404,-73.9765991,"(40.74790404, -73.9765991)"
"270","AMISH CORPORATION","CLUB USAGI","320 324 E 49TH STREET","STORES 3 & 4","NEW YORK","NY",10017,40.75398213,-73.96836625,"(40.75398213, -73.96836625)"
"271","ARK BRYANT PARK LLC","BRYANT PARK GRILL","25 W 40TH ST","BRYANT PARK  42ND STREET","NEW YORK","NY",10017,40.75257,-73.98257,"(40.75257, -73.98257)"
"272","ARK BRYANT PARK LLC","BRYANT PARK GRILL","25 W 40TH ST","BRYANT PARK 40TH STREET","NEW YORK","NY",10017,40.75257,-73.98257,"(40.75257, -73.98257)"
"273","AZUSA OF JAPAN INC","AZUSA OF JAPAN","3 E 44TH STREET","","NEW YORK","NY",10017,40.75474123,-73.97972631,"(40.75474123, -73.97972631)"
"274","GRAND CENTRAL OYSTER BAR INC","GRAND CENTRAL OYSTER BAR","GRAND CENTRAL TERMINAL","","NEW YORK","NY",10017,40.75300149,-73.97786028,"(40.75300149, -73.97786028)"
"275","IL POSTINO INC","","337 339 E 49TH ST","","NEW YORK","NY",10017,40.75389441,-73.96800967,"(40.75389441, -73.96800967)"
"276","JBM PM ASSOCIATES INC","GENTE","730 3RD AVENUE","ENTRANCE ON E 45TH STREET","NEW YORK","NY",10017,40.75305263,-73.97284428,"(40.75305263, -73.97284428)"
"277","JJJ & R RESTAURANT INC","BOBBY VAN'S","230 PARK AVENUE","STORE#14","NEW YORK","NY",10017,40.75456158,-73.97615174,"(40.75456158, -73.97615174)"
"278","LENMAR RESTAURANT INC","PIETROS","232 EAST 43RD ST","","NEW YORK","NY",10017,40.75112569,-73.97318605,"(40.75112569, -73.97318605)"
"279","MORTONS OF CHICAGO/5TH AVE INC","MORTON'S THE STEAKHOUSE","551 5TH AVENUE","","NEW YORK","NY",10017,40.75554721,-73.97923994,"(40.75554721, -73.97923994)"
"280","OSTERIA LAGUNA LLC","OSTERIA LAGUNA","209 E 42ND STREET","","NEW YORK","NY",10017,40.75068084,-73.97408852,"(40.75068084, -73.97408852)"
"281","P S DEVELOPMENT LLC","PERSHING SQUARE","90 EAST 42ND ST","","NEW YORK","NY",10017,40.75217246,-73.97792536,"(40.75217246, -73.97792536)"
"282","PATROON OPERATING COMPANY LLC","ARETSKY'S PATROON","158 160 E 46TH ST","","NEW YORK","NY",10017,40.75362308,-73.97348376,"(40.75362308, -73.97348376)"
"283","PENNY PORT LLC","MICHAEL JORDANS STEAK","23 VANDERBILT AVE","","NEW YORK","NY",10017,40.75300149,-73.97786028,"(40.75300149, -73.97786028)"
"284","PUNCHGINI INC","BUKHARA GRILL & INDIAN SPI","217 E 49TH ST","","NEW YORK","NY",10017,NA,NA,""
"285","SHO RIKI INC","","141 E 45TH ST BSMNT, FL 1","","NEW YORK","NY",10017,40.75316469,-73.97419511,"(40.75316469, -73.97419511)"
"286","SINHA LLC","CASA","72 74 BEDFORD ST","","NEW YORK","NY",10014,40.73147652,-74.00481906,"(40.73147652, -74.00481906)"
"287","SUSHIYA JAPANESE REST INC","SUSHIYA JAPANESE REST","28 W 56TH ST","","NEW YORK","NY",10017,40.76262448,-73.97541351,"(40.76262448, -73.97541351)"
"288","SAKE CLUB INC,THE","SAKAGURA","211 E 43RD STREET","","NEW YORK","NY",10017,40.75138821,-73.97365384,"(40.75138821, -73.97365384)"
"289","M ARAI INC","","137 E 45TH STREET","","NEW YORK","NY",10017,40.75324481,-73.97423812,"(40.75324481, -73.97423812)"
"290","MATSUYA NEW YORK INC","MATSUNOYA","131 E 45TH STREET","","NEW YORK","NY",10017,40.75738975,-73.98406737,"(40.75738975, -73.98406737)"
"291","14 EAST 47TH PUB INC","","14 E 47TH STREET","","NEW YORK","NY",10017,40.75605151,-73.97723403,"(40.75605151, -73.97723403)"
"292","3 EAST 48TH RESTAURANT INC","PJ MORAN'S","3 E 48TH STREET","","NEW YORK","NY",10017,40.75726298,-73.97790392,"(40.75726298, -73.97790392)"
"293","48TH RESTAURANT ASSOCIATES LLC","AVRA ESTIATORIO","145 E 48TH ST","","NEW YORK","NY",10017,40.75521913,-73.97307855,"(40.75521913, -73.97307855)"
"294","692 RESTAURANT CORP","MULDOONS IRISH PUB","692 3RD AVENUE","","NEW YORK","NY",10017,40.75186495,-73.97373626,"(40.75186495, -73.97373626)"
"295","ABIGAELS ON BROADWAY INC","ABIGAELS ON BROADWAY","1407 BROADWAY","","NEW YORK","NY",10018,40.75343946,-73.98719364,"(40.75343946, -73.98719364)"
"296","AQUA GRILL INC","","208 210 SPRING STREET","","NEW YORK","NY",10012,40.72537102,-74.00380094,"(40.72537102, -74.00380094)"
"297","BALARINI RESTAURANT CORP","ARNO RISTORANTE","525 7TH AVENUE","AKA 141 WEST 38TH STREET","NEW YORK","NY",10018,40.7537259,-73.98848531,"(40.7537259, -73.98848531)"
"298","BLEIBURG RESTAURANT INC","KEENS CHOPHOUSE","72 W 36TH STREET","","NEW YORK","NY",10018,40.75079502,-73.98632421,"(40.75079502, -73.98632421)"
"299","FIVE M CORP","DELMONICO'S KITCHEN","205 W 36TH STREET","","NEW YORK","NY",10018,40.75238646,-73.98979892,"(40.75238646, -73.98979892)"
"300","PISCES BAR & TAVERN INC","","543 8TH AVE","","NEW YORK","NY",10018,40.75421226,-73.99204736,"(40.75421226, -73.99204736)"
"301","TAFT FRIDAY 50TH STREET LLC","T G I FRIDAYS","761 779 7TH AVENUE","AKA 155 161 W 50TH STREET","NEW YORK","NY",10018,40.76153575,-73.98286725,"(40.76153575, -73.98286725)"
"302","TRF OPERATING CORP","WINDFALL","23 WEST 39TH ST","","NEW YORK","NY",10018,40.75192367,-73.98295446,"(40.75192367, -73.98295446)"
"303","WEST 38 KOSHER DELI INC","BENS KOSHER DELI REST & CATERERS OF NEW YORK","209 W 38TH STREET","","NEW YORK","NY",10018,40.75368013,-73.98898993,"(40.75368013, -73.98898993)"
"304","147 W 40TH PUB INC","MUSTANG JACKS","147 W 40TH STREET","","NEW YORK","NY",10018,40.75444783,-73.98702895,"(40.75444783, -73.98702895)"
"305","AGORA RESTAURANT CORP","MOLYVOS","871 SEVENTH AVE","","NEW YORK","NY",10019,40.76455781,-73.98062826,"(40.76455781, -73.98062826)"
"306","APPLEJACK COFFEE SHOP INC","","1725 BROADWAY","","NEW YORK","NY",10019,40.76459696,-73.98232709,"(40.76459696, -73.98232709)"
"307","ARRIBA ARRIBA MEXICAN RESTAURANTS INC","ARRIBA ARRIBA MEXICAN REST","762 9TH AVENUE","","NEW YORK","NY",10019,40.76409998,-73.98839017,"(40.76409998, -73.98839017)"
"308","AU CAFE INC","RENDEZVOUS","1700 BROADWAY","","NEW YORK","NY",10019,NA,NA,""
"309","BARRAJA INC","THALIA","250 W 50TH STREET","NORTHERN STORE","NEW YORK","NY",10019,40.7618207,-73.98512304,"(40.7618207, -73.98512304)"
"310","BENIHANA NATIONAL CORP","BENIHANA OF TOKYO WEST","47 W 56TH STREET","","NEW YORK","NY",10019,40.76297601,-73.97594298,"(40.76297601, -73.97594298)"
"311","BRICCO CORP","","304 WEST 56TH ST","","NEW YORK","NY",10019,NA,NA,""
"312","BROADWAY BLUES 50TH ST CORP","","226 W 50TH STREET","","NEW YORK","NY",10019,40.76162254,-73.98465233,"(40.76162254, -73.98465233)"
"313","BROOKLYN DINER USA L P","BROOKLYN DINER USA INC G P","212 WEST 57TH ST","RED EYE/BKLYN ASSOC LP L P","NEW YORK","NY",10019,40.76579825,-73.9808215,"(40.76579825, -73.9808215)"
"314","CARNEGIE BAR AND BOOKS LTD","THE CARNEGIE CLUB","156 W 56TH ST","","NEW YORK","NY",10019,40.76444236,-73.9796055,"(40.76444236, -73.9796055)"
"315","CERTA GENTE LLC","","325 W 51ST STREET","","NEW YORK","NY",10019,40.76326697,-73.98633634,"(40.76326697, -73.98633634)"
"316","CFR CORP","FLUTE","205 W 54TH STREET","","NEW YORK","NY",10019,40.76372767,-73.98158758,"(40.76372767, -73.98158758)"
"317","CIELI PTNRS SMF GROUP INC GP","31LTD PTR TRATTORIA DELLE ARTE","900 SEVENTH AVENUE","AKA 900 7TH AVE","NEW YORK","NY",10019,40.76555841,-73.98004159,"(40.76555841, -73.98004159)"
"318","COCOS DELI INC","ROXY DELI","857 7TH AVENUE","","NEW YORK","NY",10019,40.76419678,-73.98089996,"(40.76419678, -73.98089996)"
"319","EL AZTECA MEXICAN REST INC","","783 9TH AVENUE","","NEW YORK","NY",10019,40.76484474,-73.98802782,"(40.76484474, -73.98802782)"
